Date,Symbol,Adj Close,Close,High,Low,Open,Volume,pct_ch,ADX,ATR,BollingerB,CCI,KST,MACD,RSI,WMA,DEMA,SMA,EMA,EVWMA,ZLEMA,HMA,VHF,SMI,AR,OBV,ChaikinAD,MFI,ROC
2010-01-04,TCS.NS,286.9167175292969,375.8250122070313,379.4500122070313,374.5249938964844,377.3999938964844,1963682.0,,,4.925018310546932,,,0.0,0.0,,,375.8250122070313,,375.8250122070313,375.8250122070313,,,,,0.0,1963682.0,-927006.6436365331,,
2010-01-05,TCS.NS,286.9930114746094,375.9249877929688,379.7749938964844,373.2749938964844,377.5,2014488.0,0.0002660163179410979,,5.135015869140675,,,0.0,0.0021220256792187087,100.0,,375.8580619875065,,375.8431895862927,375.9249877929688,,,,,3.090909090909091,3978170.0,-1298915.9037777237,,
2010-01-06,TCS.NS,280.5038757324219,367.4249877929688,376.1000061035156,366.5,375.9249877929688,3349176.0,-0.022610893864499215,,5.730347900390669,,,0.0,-0.17694904405384237,1.0090728414683732,,373.07248128866627,,374.31260744205196,367.4249877929688,,,,,1.25,628994.0,-4002686.706510277,,-0.02313642090871561
2010-01-07,TCS.NS,272.69775390625,357.20001220703125,369.7000122070313,355.5,367.75,6474892.0,-0.02782874307857086,,6.859636474609421,,,0.0,-0.5345234381740727,0.4250517898570912,,367.64090249506,,371.20122649022994,357.20001220703125,,,,,0.45161290322580644,-5845898.0,-8927242.653452726,,-0.0053528598261513675
2010-01-08,TCS.NS,267.1247253417969,349.8999938964844,359.25,348.25,358.0,6048178.0,-0.020436780686098666,,7.4116849446614985,,,0.0,-0.968445545783958,0.2878238937628215,,361.2465043474891,,367.32827510954894,349.8999938964844,323.97497558593744,,,,1.0,-11894076.0,-13160973.965297986,,0.007574798546472226
2010-01-11,TCS.NS,272.6215515136719,357.1000061035156,360.04998779296875,350.20001220703125,352.0,4318408.0,0.020577343048372,,7.776792804904549,,,0.0,-1.1444385721061656,27.07983833299629,,358.9710348972741,,365.4685898357247,357.1000061035156,326.5749844637784,,,,1.7058823529411764,-7575668.0,-11429216.950661905,,0.04101699100877586
2010-01-12,TCS.NS,286.30596923828125,375.0249938964844,377.0,363.5,366.0,9027690.0,0.05019598848108853,,9.393219617115193,,,0.0,-0.8808671256318901,58.84509299854272,,363.31155036071465,,367.2061178467719,375.0249938964844,336.765896379455,,,,0.4375,1452022.0,-5042970.335942938,,0.02860831268544463
2010-01-13,TCS.NS,301.001953125,394.2749938964844,398.2000122070313,372.3250122070313,372.5,10910272.0,0.05132991217463623,,11.590790334833168,,,0.0,-0.25030983029706855,73.27238231835415,,372.9680423167622,,372.12773167399234,394.2749938964844,353.9630016897245,,,,1.1428571428571428,12362294.0,2557309.98304856,,0.0010791433055728564
2010-01-14,TCS.NS,297.6810607910156,389.9249877929688,399.2250061035156,384.6749877929688,399.2250061035156,10327614.0,-0.011032924154093404,,11.985354064928321,,,0.0,0.14988006164398104,67.13582900460526,,378.6986490160854,,375.3635964228971,389.9249877929688,367.77881623512974,,,,1.3,2034680.0,-317396.07652668236,,-0.06115018401475398
2010-01-15,TCS.NS,302.0899658203125,395.7000122070313,399.7999877929688,386.125,398.0,7945008.0,0.014810603564418878,,12.210638562000387,,,0.0,0.5816810345528722,70.8726099228099,378.1190895774148,384.8150578947237,373.82999877929694,379.06112656546696,395.7000122070313,379.87358024884196,,,,0.7692307692307693,9979688.0,2863536.1782903215,,0.02579623587027857
2010-01-18,TCS.NS,306.2124938964844,401.1000061035156,414.5,396.5,400.0,7261084.0,0.013646686201412184,,13.089218459462828,,,0.0,1.0233749723015162,74.05540842127986,383.0772727272727,391.0544685747097,376.35749816894537,383.0681955723849,396.2793806684269,388.4738417146065,,,,1.368421052631579,17240772.0,-686322.1863608286,,-0.0011475888564329833
2010-01-19,TCS.NS,298.00555419921875,390.3500061035156,401.1000061035156,389.3250122070313,401.1000061035156,5154850.0,-0.026801296026970456,,12.91398851773236,,,0.0,1.1301827818035015,59.197052489000825,385.6213650790128,392.0096290308592,377.80000000000007,384.3921611234996,395.84777579615195,388.1013283684138,,,,0.35294117647058826,12085922.0,-4943729.7190879155,,-0.0407214085430061
2010-01-20,TCS.NS,297.5094299316406,389.7000122070313,396.1000061035156,385.4500122070313,396.1000061035156,4347054.0,-0.0016651566192417144,,12.612122568232621,,,0.0,1.1867067076888338,58.37985743877873,387.7850036621094,392.3792963811017,380.0275024414063,385.35722495686895,395.47564404520085,388.3510935052647,,,25.132112323113383,0.84,7738868.0,-5821302.012417868,,0.0255004552571732
2010-01-21,TCS.NS,294.1693115234375,385.3250122070313,395.9750061035156,383.9500122070313,386.125,5089504.0,-0.011226584200556111,17.459496686129434,12.533838745332849,,,0.0,1.1261172225111693,52.726913488962396,388.74818725585936,391.09190727922874,382.8400024414063,385.35136809326207,394.7421224028154,385.91453326922226,,,24.454802211841002,0.022222222222222223,2649364.0,-9746885.587968256,61.24979188198839,-0.009623533422754996
2010-01-22,TCS.NS,289.28338623046875,378.9249877929688,382.5,372.3500061035156,380.5,7574990.0,-0.016609418572142487,15.740350201319036,12.592661059757226,,,0.0,0.9326627327284065,45.3197689931577,388.0363664106889,387.92374964201383,385.7425018310547,384.18293531139057,393.0770236307683,380.6118853079858,,,22.61301112743154,0.2777777777777778,-4925626.0,-7507993.716563009,56.13238270867646,-0.005458823653571844
2010-01-25,TCS.NS,288.6534118652344,378.1000061035156,382.75,370.5750122070313,378.75,3008286.0,-0.002177163597096743,14.181501128894288,12.536971290852089,,,0.0,0.7532267928410663,44.39222196949325,386.64682173295455,385.2327158933468,387.84250183105473,383.076948182686,392.43926738612896,377.9279072708094,,,20.379650529430982,0.3939393939393939,-7933912.0,-6797617.460169988,55.52238145045948,0.014569364546459272
2010-01-27,TCS.NS,284.4818115234375,371.6499938964844,379.8500061035156,370.0750122070313,375.0,4844398.0,-0.01705901111587227,13.7016944066323,12.16870763826972,,,0.0,0.46903856306566016,37.47335527577193,383.7027293812145,381.0632525786146,387.50500183105476,380.9993201306494,390.92396678283615,373.50464696446903,,,17.141787805883308,0.06976744186046512,-12778310.0,-10080922.281550772,54.620631980994254,-0.015026655227596178
2010-01-28,TCS.NS,283.88848876953125,370.875,378.9750061035156,363.8500061035156,374.75,6537196.0,-0.002085278916216571,14.025792477783167,12.56287995316709,,,0.0,0.22416347444091933,36.6807589672973,380.6790926846591,377.7047458093484,385.1650024414063,379.1585346523495,388.8130945130528,370.3992543878326,,,13.510360828105355,1.7058823529411764,-19315506.0,-10545554.711286698,54.48032752192748,0.01511873615336761
2010-01-29,TCS.NS,281.7643737792969,368.1000061035156,369.8999938964844,356.07501220703125,367.0,5473326.0,-0.007482288901878964,14.221710902368308,12.861160998473977,,,0.0,-0.02938285774455318,33.73297429131736,377.5763660777699,374.3133591365606,382.9825042724609,377.1478930980161,386.83234660125635,368.01303075623804,,,9.085942123366051,0.6428571428571429,-24788832.0,-6497463.146780288,54.69055591795177,-0.005422965507311141
2010-02-01,TCS.NS,285.5726013183594,373.0750122070313,381.3999938964844,360.0,367.1749877929688,3378012.0,0.013515365446955752,15.524859128507686,13.999672051542031,,-37.17591910614104,2.0524725542757696,-0.12309677424484633,43.178938185559076,375.7750038840554,373.48232204162366,380.7200042724609,376.4073692996552,385.9499925528043,368.0197557661124,,,5.367103890679224,2.8333333333333335,-21410820.0,-5747665.732521141,54.324930516678265,0.020935269216343616
2010-02-02,TCS.NS,282.6064453125,369.2000122070313,381.3250122070313,367.5,377.5,4739188.0,-0.010386651137733183,14.72330244962209,13.976384072273936,-0.017556541528944702,-28.231588916708986,0.5846395582417052,-0.27745281841325964,38.2755503782259,373.6804598721591,371.63155142981987,377.5300048828125,375.09694073735994,384.3670141868266,367.7888966300153,,,1.4068085720265866,0.35294117647058826,-26150008.0,-9321331.803026032,52.14279743354417,-0.023865816416883498
2010-02-03,TCS.NS,288.175048828125,376.4750061035156,378.4500122070313,367.75,372.0,2977676.0,0.01970474988068216,15.204963803630113,13.539534490241586,0.001985956753297615,-18.003693767299545,-0.1545313296534529,-0.2410540125680538,50.4618736384449,373.48864191228694,372.71718101173803,376.1425048828125,375.34749807666094,383.8771241655469,370.38637218947275,,,-1.3030503038768642,6.666666666666667,-23172332.0,-7442893.478741508,47.19148012925793,0.02995409333841073
2010-02-04,TCS.NS,282.7213439941406,369.3500061035156,376.9500122070313,366.25,376.4750061035156,2716612.0,-0.01892555915927363,16.0978011633289,13.160931519146882,0.005073311351916993,-38.79548758504225,-1.2829748886680783,-0.3611653418171934,41.25707929112813,372.25364213423296,371.2127785034941,374.1075042724609,374.2570449906345,383.02547904710565,370.4252147192987,368.79331523152143,,-4.650160288121422,0.21052631578947367,-25888944.0,-8585392.549160033,37.57698188015156,-0.03862006417838597
2010-02-05,TCS.NS,276.9036865234375,361.75,367.5,358.29998779296875,367.5,4607118.0,-0.02057670496257047,18.08783427817455,12.879476424666882,0.006889434647090317,-90.45275023152254,-2.6821703692375083,-0.613780467944669,33.69283917677054,370.0068231756037,367.63172117367355,371.7500030517578,371.98303681051914,380.88798497421885,366.7888098236023,366.64633118864776,,-8.28876474875997,0.0975609756097561,-30496062.0,-9737164.407969981,27.526659647800784,-0.0016844153027809443
2010-02-08,TCS.NS,277.15252685546875,362.0750122070313,367.375,354.07501220703125,364.5,4170344.0,0.0008984442488770839,24.342015800910257,12.935544607107131,0.014503119171120179,-104.64367828483012,-4.775178548996734,-0.7990447123467748,34.28733600102625,368.247733931108,365.147489437071,370.06500549316405,370.18157779170315,379.03986757585153,364.63630116604395,364.52568787017424,,-11.33992118952885,1.0,-26325718.0,-8890548.61532446,17.05073754133977,0.02168939587759421
2010-02-09,TCS.NS,281.3624267578125,367.5750122070313,370.9750061035156,360.5249938964844,362.5,3005894.0,0.015190222507967865,27.935950618405986,12.604140287097014,0.01734411603976161,-78.13818725384415,-6.53797409417598,-0.8176518643679631,44.07743556557659,367.7950078790838,365.2011036553771,369.01250610351565,369.7076567763083,378.228034088061,363.5524315559536,363.1550039474686,,-13.1923002299184,1.7058823529411764,-23319824.0,-7840637.259364307,22.449941574476497,0.01417796538291693
